동별,구분별,연월,거주인구,유동인구
영등포구,계,2023-02-01,398999,7787188
영등포구,계,2023-03-01,398999,8852338
영등포구,계,2023-04-01,398842,8597975
영등포구,계,2023-05-01,398842,8502520
영등포구,계,2023-06-01,398842,8425949
영등포구,계,2023-07-01,398290,8342930
영등포구,계,2023-08-01,398290,8221961
영등포구,계,2023-09-01,398290,8160405
영등포구,계,2023-10-01,397800,8520634
영등포구,계,2023-11-01,397800,8689059
영등포구,계,2023-12-01,397800,8536981
영등포구,계,2024-01-01,397942,8483870
영등포구,계,2024-02-01,397942,7719123
영등포구,계,2024-03-01,397942,8792980
영등포구,계,2024-04-01,397771,9088461
영등포구,계,2024-05-01,397771,8896693
영등포구,계,2024-06-01,397771,8412721
영등포구,계,2024-07-01,397514,8691005
영등포구,계,2024-08-01,397514,7966814
영등포구,계,2024-09-01,397514,7868070
영등포구,계,2024-10-01,397173,8944662
영등포구,계,2024-11-01,397173,8968868
영등포구,계,2024-12-01,397173,9512567
영등포구,계,2025-01-01,396834,7292600
영등포구,계,2025-02-01,396834,8086466
영등포구,계,2025-03-01,396834,8991328
동작구,계,2008-01-01,416525,0
동작구,계,2008-02-01,416525,0
동작구,계,2008-03-01,416525,0
동작구,계,2008-04-01,414566,0
동작구,계,2008-05-01,414566,0
동작구,계,2008-06-01,414566,0
동작구,계,2008-07-01,412675,0
동작구,계,2008-08-01,412675,0
동작구,계,2008-09-01,412675,0
동작구,계,2008-10-01,410934,0
동작구,계,2008-11-01,410934,0
동작구,계,2008-12-01,410934,0
동작구,계,2009-01-01,411960,0
동작구,계,2009-02-01,411960,0
동작구,계,2009-03-01,411960,0
동작구,계,2009-04-01,411575,0
동작구,계,2009-05-01,411575,0
동작구,계,2009-06-01,411575,0
동작구,계,2009-07-01,410198,0
동작구,계,2009-08-01,410198,0
동작구,계,2009-09-01,410198,0
동작구,계,2009-10-01,407973,0
동작구,계,2009-11-01,407973,0
동작구,계,2009-12-01,407973,0
동작구,계,2010-01-01,407966,0
동작구,계,2010-02-01,407966,0
동작구,계,2010-03-01,407966,0
동작구,계,2010-04-01,407947,0
동작구,계,2010-05-01,407947,0
동작구,계,2010-06-01,407947,0
동작구,계,2010-07-01,408887,0
동작구,계,2010-08-01,408887,0
동작구,계,2010-09-01,408887,0
동작구,계,2010-10-01,413814,0
동작구,계,2010-11-01,413814,0
동작구,계,2010-12-01,413814,0
동작구,계,2011-01-01,414191,0
동작구,계,2011-02-01,414191,0
동작구,계,2011-03-01,414191,0
동작구,계,2011-04-01,414855,0
동작구,계,2011-05-01,414855,0
동작구,계,2011-06-01,414855,0
동작구,계,2011-07-01,414304,0
동작구,계,2011-08-01,414304,0
동작구,계,2011-09-01,414304,0
동작구,계,2011-10-01,413658,0
동작구,계,2011-11-01,413658,0
동작구,계,2011-12-01,413658,0
동작구,계,2012-01-01,413994,0
동작구,계,2012-02-01,413994,0
동작구,계,2012-03-01,413994,0
동작구,계,2012-04-01,413563,0
동작구,계,2012-05-01,413563,0
동작구,계,2012-06-01,413563,0
동작구,계,2012-07-01,414415,0
동작구,계,2012-08-01,414415,0
동작구,계,2012-09-01,414415,0
동작구,계,2012-10-01,416268,0
동작구,계,2012-11-01,416268,0
동작구,계,2012-12-01,416268,0
동작구,계,2013-01-01,419500,0
동작구,계,2013-02-01,419500,0
동작구,계,2013-03-01,419500,0
동작구,계,2013-04-01,420435,0
동작구,계,2013-05-01,420435,0
동작구,계,2013-06-01,420435,0
동작구,계,2013-07-01,421534,0
동작구,계,2013-08-01,421534,0
동작구,계,2013-09-01,421534,0
동작구,계,2013-10-01,421487,0
동작구,계,2013-11-01,421487,0
동작구,계,2013-12-01,421487,0
동작구,계,2014-01-01,421990,0
동작구,계,2014-02-01,421990,0
동작구,계,2014-03-01,421990,0
동작구,계,2014-04-01,422234,0
동작구,계,2014-05-01,422234,0
동작구,계,2014-06-01,422234,0
동작구,계,2014-07-01,421304,0
동작구,계,2014-08-01,421304,0
동작구,계,2014-09-01,421304,0
동작구,계,2014-10-01,419261,0
동작구,계,2014-11-01,419261,0
동작구,계,2014-12-01,419261,0
동작구,계,2015-01-01,419460,0
동작구,계,2015-02-01,419460,0
동작구,계,2015-03-01,419460,0
동작구,계,2015-04-01,418520,0
동작구,계,2015-05-01,418520,0
동작구,계,2015-06-01,418520,0
동작구,계,2015-07-01,415598,0
동작구,계,2015-08-01,415598,0
동작구,계,2015-09-01,415598,0
동작구,계,2015-10-01,412774,0
동작구,계,2015-11-01,412774,0
동작구,계,2015-12-01,412774,0
동작구,계,2016-01-01,413282,0
동작구,계,2016-02-01,413282,0
동작구,계,2016-03-01,413282,0
동작구,계,2016-04-01,413969,0
동작구,계,2016-05-01,413969,0
동작구,계,2016-06-01,413969,0
동작구,계,2016-07-01,414261,0
동작구,계,2016-08-01,414261,0
동작구,계,2016-09-01,414261,0
동작구,계,2016-10-01,413247,0
동작구,계,2016-11-01,413247,0
동작구,계,2016-12-01,413247,0
동작구,계,2017-01-01,412520,0
동작구,계,2017-02-01,412520,0
동작구,계,2017-03-01,412520,0
동작구,계,2017-04-01,411217,0
동작구,계,2017-05-01,411217,0
동작구,계,2017-06-01,411217,0
동작구,계,2017-07-01,410703,0
동작구,계,2017-08-01,410703,0
동작구,계,2017-09-01,410703,0
동작구,계,2017-10-01,408493,0
동작구,계,2017-11-01,408493,0
동작구,계,2017-12-01,408493,0
동작구,계,2018-01-01,406715,0
동작구,계,2018-02-01,406715,0
동작구,계,2018-03-01,406715,0
동작구,계,2018-04-01,407275,0
동작구,계,2018-05-01,407275,0
동작구,계,2018-06-01,407275,0
동작구,계,2018-07-01,407925,0
동작구,계,2018-08-01,407925,0
동작구,계,2018-09-01,407925,0
동작구,계,2018-10-01,409385,0
동작구,계,2018-11-01,409385,0
동작구,계,2018-12-01,409385,0
동작구,계,2019-01-01,412031,0
동작구,계,2019-02-01,412031,0
동작구,계,2019-03-01,412031,0
동작구,계,2019-04-01,412000,0
동작구,계,2019-05-01,412000,0
동작구,계,2019-06-01,412000,0
동작구,계,2019-07-01,410487,0
동작구,계,2019-08-01,410487,0
동작구,계,2019-09-01,410487,0
동작구,계,2019-10-01,408912,0
동작구,계,2019-11-01,408912,0
동작구,계,2019-12-01,408912,0
동작구,계,2020-01-01,407802,0
동작구,계,2020-02-01,407802,0
동작구,계,2020-03-01,407802,0
동작구,계,2020-04-01,406776,0
동작구,계,2020-05-01,406776,0
동작구,계,2020-06-01,406776,0
동작구,계,2020-07-01,404617,0
동작구,계,2020-08-01,404617,0
동작구,계,2020-09-01,404617,0
동작구,계,2020-10-01,401572,0
동작구,계,2020-11-01,401572,0
동작구,계,2020-12-01,401572,0
동작구,계,2021-01-01,398205,0
동작구,계,2021-02-01,398205,0
동작구,계,2021-03-01,398205,0
동작구,계,2021-04-01,397231,0
동작구,계,2021-05-01,397231,0
동작구,계,2021-06-01,397231,0
동작구,계,2021-07-01,396122,0
동작구,계,2021-08-01,396122,0
동작구,계,2021-09-01,396122,0
동작구,계,2021-10-01,394364,0
동작구,계,2021-11-01,394364,146846
동작구,계,2021-12-01,394364,280610
동작구,계,2022-01-01,394649,3839436
동작구,계,2022-02-01,394649,3257664
동작구,계,2022-03-01,394649,3739463
동작구,계,2022-04-01,395030,4247660
동작구,계,2022-05-01,395030,4641654
동작구,계,2022-06-01,395030,4407555
동작구,계,2022-07-01,392628,4419717
동작구,계,2022-08-01,392628,4372945
동작구,계,2022-09-01,392628,4226678
동작구,계,2022-10-01,390432,4812967
동작구,계,2022-11-01,390432,4757986
동작구,계,2022-12-01,390432,4617520
동작구,계,2023-01-01,390377,4154193
동작구,계,2023-02-01,390377,4192787
동작구,계,2023-03-01,390377,5034271
동작구,계,2023-04-01,390843,4788775
동작구,계,2023-05-01,390843,4915055
동작구,계,2023-06-01,390843,4704029
동작구,계,2023-07-01,390740,4489499
동작구,계,2023-08-01,390740,4387161
동작구,계,2023-09-01,390740,4625536
동작구,계,2023-10-01,389714,4811573
동작구,계,2023-11-01,389714,4890219
동작구,계,2023-12-01,389714,4777096
동작구,계,2024-01-01,389576,4573504
동작구,계,2024-02-01,389576,4150267
동작구,계,2024-03-01,389576,5005702
동작구,계,2024-04-01,389541,5049665
동작구,계,2024-05-01,389541,5099611
동작구,계,2024-06-01,389541,4686263
동작구,계,2024-07-01,387792,4641027
동작구,계,2024-08-01,387792,4264181
동작구,계,2024-09-01,387792,4485839
동작구,계,2024-10-01,387352,5025337
동작구,계,2024-11-01,387352,5027252
동작구,계,2024-12-01,387352,4961142
동작구,계,2025-01-01,386897,4006543
동작구,계,2025-02-01,386897,4276822
동작구,계,2025-03-01,386897,5351326
관악구,계,2008-01-01,553196,0
관악구,계,2008-02-01,553196,0
관악구,계,2008-03-01,553196,0
관악구,계,2008-04-01,554222,0
관악구,계,2008-05-01,554222,0
관악구,계,2008-06-01,554222,0
관악구,계,2008-07-01,554506,0
관악구,계,2008-08-01,554506,0
관악구,계,2008-09-01,554506,0
관악구,계,2008-10-01,551873,0
관악구,계,2008-11-01,551873,0
관악구,계,2008-12-01,551873,0
관악구,계,2009-01-01,552895,0
관악구,계,2009-02-01,552895,0
관악구,계,2009-03-01,552895,0
관악구,계,2009-04-01,552354,0
관악구,계,2009-05-01,552354,0
관악구,계,2009-06-01,552354,0
관악구,계,2009-07-01,550419,0
관악구,계,2009-08-01,550419,0
관악구,계,2009-09-01,550419,0
관악구,계,2009-10-01,547311,0
관악구,계,2009-11-01,547311,0
관악구,계,2009-12-01,547311,0
관악구,계,2010-01-01,546814,0
관악구,계,2010-02-01,546814,0
관악구,계,2010-03-01,546814,0
관악구,계,2010-04-01,545594,0
관악구,계,2010-05-01,545594,0
관악구,계,2010-06-01,545594,0
관악구,계,2010-07-01,543800,0
관악구,계,2010-08-01,543800,0
관악구,계,2010-09-01,543800,0
관악구,계,2010-10-01,549736,0
관악구,계,2010-11-01,549736,0
관악구,계,2010-12-01,549736,0
관악구,계,2011-01-01,550800,0
관악구,계,2011-02-01,550800,0
관악구,계,2011-03-01,550800,0
관악구,계,2011-04-01,549803,0
관악구,계,2011-05-01,549803,0
관악구,계,2011-06-01,549803,0
관악구,계,2011-07-01,548820,0
관악구,계,2011-08-01,548820,0
관악구,계,2011-09-01,548820,0
관악구,계,2011-10-01,546350,0
관악구,계,2011-11-01,546350,0
관악구,계,2011-12-01,546350,0
관악구,계,2012-01-01,545971,0
관악구,계,2012-02-01,545971,0
관악구,계,2012-03-01,545971,0
관악구,계,2012-04-01,545141,0
관악구,계,2012-05-01,545141,0
관악구,계,2012-06-01,545141,0
관악구,계,2012-07-01,543477,0
관악구,계,2012-08-01,543477,0
관악구,계,2012-09-01,543477,0
관악구,계,2012-10-01,540520,0
관악구,계,2012-11-01,540520,0
관악구,계,2012-12-01,540520,0
관악구,계,2013-01-01,540467,0
관악구,계,2013-02-01,540467,0
관악구,계,2013-03-01,540467,0
관악구,계,2013-04-01,539132,0
관악구,계,2013-05-01,539132,0
관악구,계,2013-06-01,539132,0
관악구,계,2013-07-01,537890,0
관악구,계,2013-08-01,537890,0
관악구,계,2013-09-01,537890,0
관악구,계,2013-10-01,535128,0
관악구,계,2013-11-01,535128,0
관악구,계,2013-12-01,535128,0
관악구,계,2014-01-01,534868,0
관악구,계,2014-02-01,534868,0
관악구,계,2014-03-01,534868,0
관악구,계,2014-04-01,534617,0
관악구,계,2014-05-01,534617,0
관악구,계,2014-06-01,534617,0
관악구,계,2014-07-01,533792,0
관악구,계,2014-08-01,533792,0
관악구,계,2014-09-01,533792,0
관악구,계,2014-10-01,531960,0
관악구,계,2014-11-01,531960,0
관악구,계,2014-12-01,531960,0
관악구,계,2015-01-01,533109,0
관악구,계,2015-02-01,533109,0
관악구,계,2015-03-01,533109,0
관악구,계,2015-04-01,531912,0
관악구,계,2015-05-01,531912,0
관악구,계,2015-06-01,531912,0
관악구,계,2015-07-01,531145,0
관악구,계,2015-08-01,531145,0
관악구,계,2015-09-01,531145,0
관악구,계,2015-10-01,529031,0
관악구,계,2015-11-01,529031,0
관악구,계,2015-12-01,529031,0
관악구,계,2016-01-01,530072,0
관악구,계,2016-02-01,530072,0
관악구,계,2016-03-01,530072,0
관악구,계,2016-04-01,529254,0
관악구,계,2016-05-01,529254,0
관악구,계,2016-06-01,529254,0
관악구,계,2016-07-01,528187,0
관악구,계,2016-08-01,528187,0
관악구,계,2016-09-01,528187,0
관악구,계,2016-10-01,525607,0
관악구,계,2016-11-01,525607,0
관악구,계,2016-12-01,525607,0
관악구,계,2017-01-01,525515,0
관악구,계,2017-02-01,525515,0
관악구,계,2017-03-01,525515,0
관악구,계,2017-04-01,523859,0
관악구,계,2017-05-01,523859,0
관악구,계,2017-06-01,523859,0
관악구,계,2017-07-01,522849,0
관악구,계,2017-08-01,522849,0
관악구,계,2017-09-01,522849,0
관악구,계,2017-10-01,520929,0
관악구,계,2017-11-01,520929,0
관악구,계,2017-12-01,520929,0
관악구,계,2018-01-01,522292,0
관악구,계,2018-02-01,522292,0
관악구,계,2018-03-01,522292,0
관악구,계,2018-04-01,521960,0
관악구,계,2018-05-01,521960,0
관악구,계,2018-06-01,521960,0
관악구,계,2018-07-01,521685,0
관악구,계,2018-08-01,521685,0
관악구,계,2018-09-01,521685,0
관악구,계,2018-10-01,520040,0
관악구,계,2018-11-01,520040,0
관악구,계,2018-12-01,520040,0
관악구,계,2019-01-01,520645,0
관악구,계,2019-02-01,520645,0
관악구,계,2019-03-01,520645,0
관악구,계,2019-04-01,519864,0
관악구,계,2019-05-01,519864,0
관악구,계,2019-06-01,519864,0
관악구,계,2019-07-01,519953,0
관악구,계,2019-08-01,519953,0
관악구,계,2019-09-01,519953,0
관악구,계,2019-10-01,517334,0
관악구,계,2019-11-01,517334,0
관악구,계,2019-12-01,517334,0
관악구,계,2020-01-01,516662,0
관악구,계,2020-02-01,516662,0
관악구,계,2020-03-01,516662,0
관악구,계,2020-04-01,516318,0
관악구,계,2020-05-01,516318,0
관악구,계,2020-06-01,516318,0
관악구,계,2020-07-01,514555,0
관악구,계,2020-08-01,514555,0
관악구,계,2020-09-01,514555,0
관악구,계,2020-10-01,509803,0
관악구,계,2020-11-01,509803,0
관악구,계,2020-12-01,509803,0
관악구,계,2021-01-01,504140,0
관악구,계,2021-02-01,504140,0
관악구,계,2021-03-01,504140,0
관악구,계,2021-04-01,502698,0
관악구,계,2021-05-01,502698,0
관악구,계,2021-06-01,502698,0
관악구,계,2021-07-01,501572,0
관악구,계,2021-08-01,501572,0
관악구,계,2021-09-01,501572,0
관악구,계,2021-10-01,499449,0
관악구,계,2021-11-01,499449,238908
관악구,계,2021-12-01,499449,466538
관악구,계,2022-01-01,500336,6412197
관악구,계,2022-02-01,500336,5472940
관악구,계,2022-03-01,500336,6134913
관악구,계,2022-04-01,500841,6922514
관악구,계,2022-05-01,500841,7580082
관악구,계,2022-06-01,500841,7304389
관악구,계,2022-07-01,500750,7492133
관악구,계,2022-08-01,500750,7380146
관악구,계,2022-09-01,500750,6786439
관악구,계,2022-10-01,501226,7819900
관악구,계,2022-11-01,501226,7663461
관악구,계,2022-12-01,501226,7761123
관악구,계,2023-01-01,502628,7036768
관악구,계,2023-02-01,502628,7150884
관악구,계,2023-03-01,502628,8156436
관악구,계,2023-04-01,502430,7749206
관악구,계,2023-05-01,502430,7822411
관악구,계,2023-06-01,502430,7669349
관악구,계,2023-07-01,500582,7532770
관악구,계,2023-08-01,500582,7318103
관악구,계,2023-09-01,500582,7295424
관악구,계,2023-10-01,497883,7615191
관악구,계,2023-11-01,497883,7692460
관악구,계,2023-12-01,497883,7726350
관악구,계,2024-01-01,497827,7536164
관악구,계,2024-02-01,497827,6859004
관악구,계,2024-03-01,497827,7969992
관악구,계,2024-04-01,497632,7889051
관악구,계,2024-05-01,497632,7988728
관악구,계,2024-06-01,497632,7547483
관악구,계,2024-07-01,496469,7725728
관악구,계,2024-08-01,496469,7136490
관악구,계,2024-09-01,496469,7121464
관악구,계,2024-10-01,495620,7936937
관악구,계,2024-11-01,495620,7950710
관악구,계,2024-12-01,495620,8059276
관악구,계,2025-01-01,497213,6565500
관악구,계,2025-02-01,497213,7116820
관악구,계,2025-03-01,497213,7903632
서초구,계,2008-01-01,412898,0
서초구,계,2008-02-01,412898,0
서초구,계,2008-03-01,412898,0
서초구,계,2008-04-01,411897,0
서초구,계,2008-05-01,411897,0
서초구,계,2008-06-01,411897,0
서초구,계,2008-07-01,412369,0
서초구,계,2008-08-01,412369,0
서초구,계,2008-09-01,412369,0
서초구,계,2008-10-01,412065,0
서초구,계,2008-11-01,412065,0
서초구,계,2008-12-01,412065,0
서초구,계,2009-01-01,418726,0
서초구,계,2009-02-01,418726,0
서초구,계,2009-03-01,418726,0
서초구,계,2009-04-01,421209,0
서초구,계,2009-05-01,421209,0
서초구,계,2009-06-01,421209,0
서초구,계,2009-07-01,429038,0
서초구,계,2009-08-01,429038,0
서초구,계,2009-09-01,429038,0
서초구,계,2009-10-01,431131,0
서초구,계,2009-11-01,431131,0
서초구,계,2009-12-01,431131,0
서초구,계,2010-01-01,432888,0
서초구,계,2010-02-01,432888,0
서초구,계,2010-03-01,432888,0
서초구,계,2010-04-01,433435,0
서초구,계,2010-05-01,433435,0
서초구,계,2010-06-01,433435,0
서초구,계,2010-07-01,433463,0
서초구,계,2010-08-01,433463,0
서초구,계,2010-09-01,433463,0
서초구,계,2010-10-01,440021,0
서초구,계,2010-11-01,440021,0
서초구,계,2010-12-01,440021,0
서초구,계,2011-01-01,440188,0
서초구,계,2011-02-01,440188,0
서초구,계,2011-03-01,440188,0
서초구,계,2011-04-01,438473,0
서초구,계,2011-05-01,438473,0
서초구,계,2011-06-01,438473,0
서초구,계,2011-07-01,438626,0
서초구,계,2011-08-01,438626,0
서초구,계,2011-09-01,438626,0
서초구,계,2011-10-01,439012,0
서초구,계,2011-11-01,439012,0
서초구,계,2011-12-01,439012,0
서초구,계,2012-01-01,441160,0
서초구,계,2012-02-01,441160,0
서초구,계,2012-03-01,441160,0
서초구,계,2012-04-01,441205,0
서초구,계,2012-05-01,441205,0
서초구,계,2012-06-01,441205,0
서초구,계,2012-07-01,441645,0
서초구,계,2012-08-01,441645,0
서초구,계,2012-09-01,441645,0
서초구,계,2012-10-01,439998,0
서초구,계,2012-11-01,439998,0
서초구,계,2012-12-01,439998,0
서초구,계,2013-01-01,442600,0
서초구,계,2013-02-01,442600,0
서초구,계,2013-03-01,442600,0
서초구,계,2013-04-01,443008,0
서초구,계,2013-05-01,443008,0
서초구,계,2013-06-01,443008,0
서초구,계,2013-07-01,443961,0
서초구,계,2013-08-01,443961,0
서초구,계,2013-09-01,443961,0
서초구,계,2013-10-01,446541,0
서초구,계,2013-11-01,446541,0
서초구,계,2013-12-01,446541,0
서초구,계,2014-01-01,448263,0
서초구,계,2014-02-01,448263,0
서초구,계,2014-03-01,448263,0
서초구,계,2014-04-01,448511,0
서초구,계,2014-05-01,448511,0
서초구,계,2014-06-01,448511,0
서초구,계,2014-07-01,452922,0
서초구,계,2014-08-01,452922,0
서초구,계,2014-09-01,452922,0
서초구,계,2014-10-01,454288,0
서초구,계,2014-11-01,454288,0
서초구,계,2014-12-01,454288,0
서초구,계,2015-01-01,453564,0
서초구,계,2015-02-01,453564,0
서초구,계,2015-03-01,453564,0
서초구,계,2015-04-01,451697,0
서초구,계,2015-05-01,451697,0
서초구,계,2015-06-01,451697,0
서초구,계,2015-07-01,452488,0
서초구,계,2015-08-01,452488,0
서초구,계,2015-09-01,452488,0
서초구,계,2015-10-01,451258,0
서초구,계,2015-11-01,451258,0
서초구,계,2015-12-01,451258,0
서초구,계,2016-01-01,450085,0
서초구,계,2016-02-01,450085,0
서초구,계,2016-03-01,450085,0
서초구,계,2016-04-01,450005,0
서초구,계,2016-05-01,450005,0
서초구,계,2016-06-01,450005,0
서초구,계,2016-07-01,450906,0
서초구,계,2016-08-01,450906,0
서초구,계,2016-09-01,450906,0
서초구,계,2016-10-01,451477,0
서초구,계,2016-11-01,451477,0
서초구,계,2016-12-01,451477,0
서초구,계,2017-01-01,450310,0
서초구,계,2017-02-01,450310,0
서초구,계,2017-03-01,450310,0
서초구,계,2017-04-01,447936,0
서초구,계,2017-05-01,447936,0
서초구,계,2017-06-01,447936,0
서초구,계,2017-07-01,447177,0
서초구,계,2017-08-01,447177,0
서초구,계,2017-09-01,447177,0
서초구,계,2017-10-01,445401,0
서초구,계,2017-11-01,445401,0
서초구,계,2017-12-01,445401,0
서초구,계,2018-01-01,445164,0
서초구,계,2018-02-01,445164,0
서초구,계,2018-03-01,445164,0
서초구,계,2018-04-01,443989,0
서초구,계,2018-05-01,443989,0
서초구,계,2018-06-01,443989,0
서초구,계,2018-07-01,441539,0
서초구,계,2018-08-01,441539,0
서초구,계,2018-09-01,441539,0
서초구,계,2018-10-01,438163,0
서초구,계,2018-11-01,438163,0
서초구,계,2018-12-01,438163,0
서초구,계,2019-01-01,437007,0
서초구,계,2019-02-01,437007,0
서초구,계,2019-03-01,437007,0
서초구,계,2019-04-01,435631,0
서초구,계,2019-05-01,435631,0
서초구,계,2019-06-01,435631,0
서초구,계,2019-07-01,435258,0
서초구,계,2019-08-01,435258,0
서초구,계,2019-09-01,435258,0
서초구,계,2019-10-01,435107,0
서초구,계,2019-11-01,435107,0
서초구,계,2019-12-01,435107,0
서초구,계,2020-01-01,434801,0
서초구,계,2020-02-01,434801,0
서초구,계,2020-03-01,434801,0
서초구,계,2020-04-01,433062,0
서초구,계,2020-05-01,433062,0
서초구,계,2020-06-01,433062,0
서초구,계,2020-07-01,429995,0
서초구,계,2020-08-01,429995,0
서초구,계,2020-09-01,429995,0
서초구,계,2020-10-01,429025,0
서초구,계,2020-11-01,429025,0
서초구,계,2020-12-01,429025,0
서초구,계,2021-01-01,425103,0
서초구,계,2021-02-01,425103,0
서초구,계,2021-03-01,425103,0
서초구,계,2021-04-01,422174,0
서초구,계,2021-05-01,422174,0
서초구,계,2021-06-01,422174,0
서초구,계,2021-07-01,420045,0
서초구,계,2021-08-01,420045,0
서초구,계,2021-09-01,420045,0
서초구,계,2021-10-01,416167,0
서초구,계,2021-11-01,416167,341152
서초구,계,2021-12-01,416167,641279
서초구,계,2022-01-01,413677,8961683
서초구,계,2022-02-01,413677,7597953
서초구,계,2022-03-01,413677,8181106
서초구,계,2022-04-01,411515,9458540
서초구,계,2022-05-01,411515,10540155
서초구,계,2022-06-01,411515,10023269
서초구,계,2022-07-01,409025,10484657
서초구,계,2022-08-01,409025,10350394
서초구,계,2022-09-01,409025,9421980
서초구,계,2022-10-01,408451,10715397
서초구,계,2022-11-01,408451,10601897
서초구,계,2022-12-01,408451,10693640
서초구,계,2023-01-01,408979,9889546
서초구,계,2023-02-01,408979,10106584
서초구,계,2023-03-01,408979,11232287
서초구,계,2023-04-01,408753,10660882
서초구,계,2023-05-01,408753,10970577
서초구,계,2023-06-01,408753,10675169
서초구,계,2023-07-01,410766,10712787
서초구,계,2023-08-01,410766,10335717
서초구,계,2023-09-01,410766,10226410
서초구,계,2023-10-01,412078,10666158
서초구,계,2023-11-01,412078,10963461
서초구,계,2023-12-01,412078,10911486
서초구,계,2024-01-01,412275,10772655
서초구,계,2024-02-01,412275,9894052
서초구,계,2024-03-01,412275,11156195
서초구,계,2024-04-01,411959,11058956
서초구,계,2024-05-01,411959,11275986
서초구,계,2024-06-01,411959,10573762
서초구,계,2024-07-01,412611,10962103
서초구,계,2024-08-01,412611,10089089
서초구,계,2024-09-01,412611,10026715
서초구,계,2024-10-01,413076,11041659
서초구,계,2024-11-01,413076,11264397
서초구,계,2024-12-01,413076,11469652
서초구,계,2025-01-01,412715,9364555
서초구,계,2025-02-01,412715,10265380
서초구,계,2025-03-01,412715,11025770
강남구,계,2008-01-01,570959,0
강남구,계,2008-02-01,570959,0
강남구,계,2008-03-01,570959,0
강남구,계,2008-04-01,570755,0
강남구,계,2008-05-01,570755,0
강남구,계,2008-06-01,570755,0
강남구,계,2008-07-01,569327,0
강남구,계,2008-08-01,569327,0
강남구,계,2008-09-01,569327,0
강남구,계,2008-10-01,565624,0
강남구,계,2008-11-01,565624,0
강남구,계,2008-12-01,565624,0
강남구,계,2009-01-01,568035,0
강남구,계,2009-02-01,568035,0
강남구,계,2009-03-01,568035,0
강남구,계,2009-04-01,568573,0
강남구,계,2009-05-01,568573,0
강남구,계,2009-06-01,568573,0
강남구,계,2009-07-01,569960,0
강남구,계,2009-08-01,569960,0
강남구,계,2009-09-01,569960,0
강남구,계,2009-10-01,569499,0
강남구,계,2009-11-01,569499,0
강남구,계,2009-12-01,569499,0
강남구,계,2010-01-01,570913,0
강남구,계,2010-02-01,570913,0
강남구,계,2010-03-01,570913,0
강남구,계,2010-04-01,570163,0
강남구,계,2010-05-01,570163,0
강남구,계,2010-06-01,570163,0
강남구,계,2010-07-01,569512,0
강남구,계,2010-08-01,569512,0
강남구,계,2010-09-01,569512,0
강남구,계,2010-10-01,577070,0
강남구,계,2010-11-01,577070,0
강남구,계,2010-12-01,577070,0
강남구,계,2011-01-01,576453,0
강남구,계,2011-02-01,576453,0
강남구,계,2011-03-01,576453,0
강남구,계,2011-04-01,577205,0
강남구,계,2011-05-01,577205,0
강남구,계,2011-06-01,577205,0
강남구,계,2011-07-01,576409,0
강남구,계,2011-08-01,576409,0
강남구,계,2011-09-01,576409,0
강남구,계,2011-10-01,573003,0
강남구,계,2011-11-01,573003,0
강남구,계,2011-12-01,573003,0
강남구,계,2012-01-01,570824,0
강남구,계,2012-02-01,570824,0
강남구,계,2012-03-01,570824,0
강남구,계,2012-04-01,569048,0
강남구,계,2012-05-01,569048,0
강남구,계,2012-06-01,569048,0
강남구,계,2012-07-01,568685,0
강남구,계,2012-08-01,568685,0
강남구,계,2012-09-01,568685,0
강남구,계,2012-10-01,569997,0
강남구,계,2012-11-01,569997,0
강남구,계,2012-12-01,569997,0
강남구,계,2013-01-01,568982,0
강남구,계,2013-02-01,568982,0
강남구,계,2013-03-01,568982,0
강남구,계,2013-04-01,567637,0
강남구,계,2013-05-01,567637,0
강남구,계,2013-06-01,567637,0
강남구,계,2013-07-01,569191,0
강남구,계,2013-08-01,569191,0
강남구,계,2013-09-01,569191,0
강남구,계,2013-10-01,569152,0
강남구,계,2013-11-01,569152,0
강남구,계,2013-12-01,569152,0
강남구,계,2014-01-01,570701,0
강남구,계,2014-02-01,570701,0
강남구,계,2014-03-01,570701,0
강남구,계,2014-04-01,574226,0
강남구,계,2014-05-01,574226,0
강남구,계,2014-06-01,574226,0
강남구,계,2014-07-01,579102,0
강남구,계,2014-08-01,579102,0
강남구,계,2014-09-01,579102,0
강남구,계,2014-10-01,583446,0
강남구,계,2014-11-01,583446,0
강남구,계,2014-12-01,583446,0
강남구,계,2015-01-01,583699,0
강남구,계,2015-02-01,583699,0
강남구,계,2015-03-01,583699,0
강남구,계,2015-04-01,581256,0
강남구,계,2015-05-01,581256,0
강남구,계,2015-06-01,581256,0
강남구,계,2015-07-01,582109,0
강남구,계,2015-08-01,582109,0
강남구,계,2015-09-01,582109,0
강남구,계,2015-10-01,581760,0
강남구,계,2015-11-01,581760,0
강남구,계,2015-12-01,581760,0
강남구,계,2016-01-01,578862,0
강남구,계,2016-02-01,578862,0
강남구,계,2016-03-01,578862,0
강남구,계,2016-04-01,576413,0
강남구,계,2016-05-01,576413,0
강남구,계,2016-06-01,576413,0
강남구,계,2016-07-01,574974,0
강남구,계,2016-08-01,574974,0
강남구,계,2016-09-01,574974,0
강남구,계,2016-10-01,572140,0
강남구,계,2016-11-01,572140,0
강남구,계,2016-12-01,572140,0
강남구,계,2017-01-01,570500,0
강남구,계,2017-02-01,570500,0
강남구,계,2017-03-01,570500,0
강남구,계,2017-04-01,568425,0
